#hour	Tair[°C]	Prec[mm]	RH[%]	windSpeed[m/s]	windDir(°)	globRad[W/m2]
20	31	0	39	2.7	133	69.2
21	29	0	50	2.2	139	23.5
22	27.7	0	51	0.6	44	2.6
23	26.5	0	49	2.7	224	2
0	25.1	0	51	1.3	97	2
1	24.7	0	48	1.6	274	2
2	24.1	0	49	1.3	233	2
3	22.9	0	54	0.5	229	2
4	22.8	0	56	1	6	2
5	22.2	0	60	0.8	234	2
6	22	0	60	0.2	228	9.4
7	22.7	0	60	1.1	354	90.5
8	25.8	0	56	1.6	107	245.7
9	27.5	0	52	1.7	87	408.3
10	28.6	0	50	2.9	103	564.9
11	30.6	0	41	4.2	93	700.2
12	31.2	0	42	3.8	99	797
13	31.9	0	42	4.6	122	852.1
14	32.4	0	41	4.7	125	858.1
15	33.3	0	39	4.9	134	824.2
16	33.7	0	36	5.4	124	746.3
17	33.9	0	35	5.6	131	633.6
18	33.2	0	35	3.6	117	455.4
19	31.5	0	37	4.3	140	204.2
20	29.4	0	43	2	137	68
21	27.7	0	48	1.5	126	20.1
22	26.7	0	50	0.3	319	2.3
23	26.3	0	52	4	282	2
0	25.2	0	56	4.4	296	2
1	24.4	0	60	3.9	295	2
2	24.5	0	65	2.5	305	2
3	25.2	0	63	2.7	311	2
4	24.7	0	63	0.3	299	2
5	24.1	0	63	0.8	312	2
6	22.8	0	66	1.7	339	9
7	23.4	0	63	1.5	334	86.4
8	25.9	0	55	0.5	311	237.6
9	27.3	0	54	0.8	4	396.4
10	27.6	0	53	1.6	72	551.3
11	29.1	0	49	2.3	106	682.8
12	30.2	0	44	2.2	122	716.9
13	31.6	0	42	4.4	145	825
14	32.3	0	41	1.9	126	836.8
15	33.3	0	41	3.2	94	809.4
16	34.1	0	41	3.8	107	707.6
17	33.2	0	45	3.6	109	361.3
18	31.7	0	49	2.9	136	250.7
19	31.4	0	49	4.3	178	250.4
20	29.6	0	51	4.3	186	76
21	28.2	0	57	4.3	193	30.4
22	27.7	0	61	3.9	199	2.6
23	27.8	0	59	4	212	2
0	25.7	0	66	5	218	2
1	24.9	0	61	5	216	2
2	27.6	0	36	6.4	232	2
3	26.9	0	35	5	220	2
4	26	0	37	3.1	198	2
5	26.1	0	37	2.7	253	2
6	26.7	0	32	1.8	267	9.1
7	26.8	0	33	1	307	84.4
8	27.9	0	38	1.2	323	233.5
9	29.3	0	36	1.5	344	398.8
10	30.9	0	33	1.1	23	556.2
11	32	0	32	0.9	126	697.2
12	32.8	0	31	1.4	95	798.1
13	33.6	0	33	2.3	150	850.3
14	34	0	31	1.5	128	864
15	34.8	0	27	1.8	85	827.9
16	35.5	0	24	4.7	142	752.6
17	35.7	0	25	3.5	125	631.4
18	34.5	0	36	2.2	137	454.9
19	33.2	0	37	3.6	182	242.9
20	31.6	0	39	3.6	174	68.6
21	29.9	0	40	3.5	189	24.6
22	28.7	0	43	3.5	216	2.7
23	28.7	0	39	5.7	242	2
0	28.9	0	35	6.6	234	2
1	27.5	0	45	2	251	2
2	25.8	0	49	3.5	254	2
3	27.4	0	42	1.6	258	2
4	26.5	0	44	1.8	241	2
5	25.4	0	45	3.1	250	2
6	24.6	0	47	1.1	248	10
7	25.4	0	47	1.4	324	96.1
8	27.5	0	46	1.5	324	249.8
9	29.7	0	40	1	275	414.5
10	31.3	0	39	1.3	253	578
11	33.3	0	34	2.2	342	705.2
12	33.6	0	33	1.7	301	808.8
13	33.8	0	32	2.1	232	630.7
14	34.2	0	34	0.1	238	788
15	34.2	0	36	0.7	280	657.9
16	34.5	0	35	2.6	189	557.7
17	35.5	0	32	2.1	186	576.5
18	35.8	0	20	1.8	220	491.4
19	34.8	0	15	3.1	241	255.6
20	33.3	0	17	5.2	218	65.2
21	31.8	0	16	5.4	238	25.2
22	30.9	0	15	2.4	237	2.6
23	30.6	0	17	1.2	237	2
0	30.4	0	17	4.3	211	2
1	29.6	0	20	1.1	254	2
2	27.6	0	27	1.5	175	2
3	26.3	0	27	3.2	262	2
4	26.6	0	25	2.4	249	2
5	26.2	0	27	3.2	296	2
6	26.3	0	26	2.3	257	8.7
7	26.3	0	29	1.3	182	82.6
8	27.9	0	36	2	353	238.7
9	29	0	31	0.7	14	385.3
10	30.8	0	31	1	298	543.3
11	30.7	0	36	1.3	163	600.6
12	31.7	0	32	2.5	133	720.7
13	33.2	0	30	3.8	166	742.5
14	33.9	0	32	4.6	158	674.1
15	34.6	0	34	3.8	195	632.1
16	34.7	0	34	4.2	147	509.9
17	35.1	0	32	3.7	161	385.8
18	33.7	0	47	4.2	168	234.2
19	32.2	0	57	3.1	187	148.1
20	31.1	0	62	2	199	133.4
21	29.1	0	66	1.5	188	24.5
22	28.4	0	59	2.7	238	2.3
23	28.8	0	42	3.1	244	2
0	27.3	0	45	4.3	211	2
1	28	0	37	4.1	233	2
2	27	0.4	39	2.1	259	2
3	28.5	0	37	1	120	2
4	27.3	0.4	52	2.4	113	2
5	25.2	0	67	2.4	174	2
6	25.8	0	65	2.1	198	4.6
7	25.6	0	66	2	224	65.2
8	26.3	0	70	2	289	207.3
9	28.7	0	62	3.3	294	343.1
10	30.6	0	55	2.7	256	547.7
11	31.1	0	52	3.4	247	663.8
12	31.1	0	49	5.8	250	746.6
13	31.3	0	48	5.7	238	626.6
14	29.4	0	47	3.8	236	716.8
15	28.5	0	42	3.5	254	776.6
16	29.8	0	38	2.9	249	723
17	30.7	0	35	3	244	610
18	31.1	0	35	2.2	225	467.6
19	30.3	0	39	1.9	187	238.1
20	29	0	41	0.9	269	74.9
21	27.5	0	45	1.9	250	25.4
22	25.5	0	50	3.5	216	2.8
23	24.6	0	53	4.2	204	2
0	24.8	0	54	4.2	220	2
1	24.7	0	56	4.1	210	2
2	24.6	0	58	4.3	215	2
3	24.6	0	59	4	226	2
4	24.4	0	58	3.8	216	2
5	24.1	0	55	2.8	225	2
6	24.3	0	55	3.4	234	10.1
7	24.6	0	55	3	209	111.3
8	25.6	0	52	2.3	241	272.1
9	27	0	46	1.9	315	427.9
10	29	0	41	2.4	3	582.5
11	30.5	0	35	2	343	710.1
12	31.1	0	28	2.3	320	816.6
13	31.7	0	27	3.7	5	877.9
14	32.3	0	23	3.1	15	895.8
15	33	0	19	4.1	35	862.3
16	33.3	0	17	4.2	49	778.4
17	33.5	0	16	2.9	62	653.2
18	33.1	0	16	3.7	100	507.1
19	32.2	0	17	2.3	109	255.1
20	30.3	0	22	2.7	111	49.3
21	28.7	0	26	2.4	123	19.9
22	27.1	0	32	1.9	130	2.8
23	27.5	0	29	2	136	2
0	27.8	0	22	2.1	130	2
1	27.5	0	21	2.4	128	2
2	27.2	0	19	2	148	2
3	27	0	18	1.7	125	2
4	25.8	0	19	1.7	329	2
5	23.2	0	27	1	15	2
6	22.8	0	34	1.5	94	9.2
7	23.2	0	43	4.3	61	99.5
8	25.9	0	42	7	66	248.9
9	27	0	42	6.7	63	410.6
10	28.7	0	41	5.9	61	562.4
11	29.7	0	37	5.7	64	692.5
12	30.5	0	35	5.7	49	802.2
13	31	0	34	6.9	56	859.7
14	31.7	0	31	5.8	51	879.1
15	31.7	0	28	6.1	51	847.9
16	32	0	25	6	66	766.6
17	31.9	0	25	5.4	66	649
18	31.5	0	24	5	65	506.6
19	30.1	0	23	4.9	73	261.6
20	28.5	0	23	4.4	64	60.2
21	26.9	0	29	7.4	76	25.9
22	26.1	0	33	6.1	79	2.3
23	25.1	0	42	5.5	83	2
0	24.8	0	48	4.7	71	2
1	24.6	0	50	5.1	78	2
2	24	0	52	4.2	81	2
3	23.4	0	53	3.9	81	2
4	22.7	0	58	3.8	84	2
5	22.6	0	61	3.5	72	2
6	22.7	0	62	5	70	6.2
7	22.5	0	64	5.5	73	56.1
8	23.4	0	62	5.2	63	164.1
9	26.1	0	56	4.9	49	404.9
10	27.2	0	49	5.1	41	566.5
11	28.1	0	42	4.6	46	709.8
12	28.5	0	37	4.9	45	727.6
13	28.4	0	34	5.3	36	694.3
14	28.9	0	34	5.4	30	701.9
15	29.5	0	33	4.4	26	805.1
16	29.6	0	32	3.7	35	716.7
17	29.2	0	32	3.6	36	607.5
18	29.1	0	32	3	47	487.1
19	28.3	0	37	2.9	58	258.5
20	26.7	0	42	3	50	57.1
21	25.2	0	46	2.9	93	21.2
22	23.7	0	50	1.5	158	2.7
23	22.9	0	51	2.1	83	2
0	22.3	0	57	1.7	125	2
1	22.2	0	54	3.3	194	2
2	21.6	0	60	2.5	209	2
3	22.2	0	55	2.3	204	2
4	21.2	0	57	3	203	2
5	20.1	0	60	1.1	198	2
6	19.6	0	61	1.3	42	7.6
7	21.2	0	57	2.2	59	93.1
8	24.7	0	52	4.4	59	254.6
9	25.5	0	52	5.4	53	417.9
10	26.7	0	50	4.2	28	568.4
11	27.3	0	48	3.5	24	703.5
12	28	0	47	3.5	34	763
13	28.6	0	45	3.5	49	791.3
14	29.5	0	42	3.6	41	815
15	29.8	0	40	2.8	40	768.6
16	30.2	0	37	3.3	37	752.1
17	30.5	0	37	2.4	40	633.4
18	30.3	0	38	3.4	33	494.4
19	29.4	0	40	2.8	75	258
20	27.8	0	40	1.6	103	57.7
21	26.2	0	43	2.9	84	22.6
22	24.6	0	49	2.1	109	2.3
23	23.7	0	51	2.9	93	2
0	23	0	53	1.4	45	2
1	23.3	0	52	1.1	63	2
2	22.6	0	56	2.3	105	2
3	21.1	0	62	3.1	89	2
4	20.5	0	67	1.3	116	2
5	20.8	0	71	2.1	206	2
6	20.6	0	74	1.2	309	6.6
7	21.3	0	72	1.6	324	63.5
8	23.8	0	68	1.5	268	255.4
9	24.5	0	63	2.7	354	330.1
10	25.3	0	61	2.7	345	448.9
11	26.2	0	58	3.4	352	554.4
12	27	0	53	2.9	17	702.4
13	28.2	0	47	4.8	11	853.9
14	28.9	0	42	3.2	30	877.3
15	29.4	0	39	3.5	43	775.6
16	29.3	0	39	4.7	44	565.1
17	30	0	36	5.2	64	650.1
18	29.5	0	43	4.2	72	429.5
19	28.4	0	42	3.8	74	242.3
20	26.7	0	36	4.3	79	54
21	24.8	0	35	2.9	108	19.4
22	23.4	0	35	3.2	120	2.3
23	22.7	0	40	3	106	2
0	22.4	0	41	3.1	96	2
1	22.4	0	40	3.2	92	2
2	21.7	0	42	3.5	92	2
3	21.2	0	44	1.4	110	2
4	20.9	0	46	1.6	99	2
5	20.6	0	49	1.7	154	2
6	20.5	0	51	2.1	152	8.4
7	21.1	0	52	2.2	58	75.8
8	23.6	0	48	2.5	61	240.9
9	25.9	0	43	3.4	59	397.7
10	27.1	0	43	3.7	50	552.2
11	27.6	0	41	3.8	60	683.2
12	28.3	0	39	3.5	34	784.6
13	29.1	0	37	3.4	50	843.5
14	29.7	0	34	3.7	62	855.1
15	30.2	0	36	4.2	56	814.5
16	30.4	0	37	4.3	54	728.6
17	31	0	35	5.6	59	614.4
18	30.6	0	39	5.2	60	461
19	29.2	0	38	3.6	57	239.2
20	27.3	0	37	3.9	78	73.6
21	25.5	0	39	3.5	93	15.9
22	24.1	0	41	2.1	96	2.2
23	24.2	0	40	1.7	148	2
0	24.3	0	40	0.4	358	2
1	24.3	0	43	2.3	202	2
2	23.2	0	47	0.6	34	2
3	21.6	0	53	1.3	95	2
4	21.2	0	54	2.1	81	2
5	20.7	0	55	2.9	92	2
6	20.8	0	57	3.1	70	8.2
7	22.3	0	55	3.1	49	76.3
8	23.9	0	59	4.5	49	221.3
9	25.1	0	59	4.9	63	380.5
10	27.2	0	50	5.1	62	548.7
11	28.5	0	46	5.6	62	679.1
12	29.7	0	41	3.1	32	772.3
13	30.2	0	42	5	67	613.2
14	28.2	0.4	53	2.8	92	122.9
15	26.7	1.6	66	1.6	3	212.4
16	27.3	0.2	62	2.9	78	206.1
17	24.9	1.4	78	3.4	100	47.8
18	23.8	3.8	87	2.7	104	120.5
19	25	0	81	2.1	134	155.9
20	25.4	0	76	2.8	162	52.8
21	24.7	0.6	81	2.7	158	10.7
22	23.9	0	84	6.9	242	2.1
23	24.4	0	77	4.1	219	2
0	23.3	0	69	3.9	205	2
1	20.3	0	73	1.4	222	2
2	20	0	72	2.7	207	2
3	19.3	0	75	2	201	2
4	19.1	0	76	2.7	205	2
5	18.9	0	77	0.9	103	2
6	18.9	0.8	78	2.1	154	12.8
7	20.3	0.6	76	3	247	60.7
8	20	0.6	81	3.2	209	23.5
9	18.8	0.6	89	3.3	215	58.4
10	18.8	0	89	2.2	247	182.4
11	21.1	0	81	2.7	260	468.5
12	21.5	0	66	2.1	262	433
13	23.3	0	63	1.8	331	728
14	24	0	69	2.2	288	780
15	27.7	0	56	2.1	297	674.1
16	27.2	12.8	56	1.6	283	583.8
17	25.2	0	63	1.9	264	216.6
18	22.2	12.8	76	1.1	6	140.6
19	22.7	0	80	1.8	130	233.1
20	22.7	0	76	2.1	203	36.7
21	19.2	40.2	86	3.8	196	3
22	18.4	2	92	2.9	214	2
23	18.7	0.4	92	3.1	230	2
0	18.6	0	91	3	226	2
1	19.6	0	90	2.2	226	2
2	19.7	0	91	2.1	242	2
3	19.7	0	92	2.3	212	2
4	19.5	0	95	2.7	232	2
5	19.3	0	96	2.6	206	2
6	19.1	0	97	3.4	200	6.9
7	19.6	0	96	2.7	233	86.5
8	20.7	0	90	2.1	310	226.9
9	22.5	0	84	2.2	326	371.5
10	23.4	0	77	1.7	291	373.7
11	24.5	0	70	1.7	308	610.7
12	25.5	0	61	2.1	4	617.8
13	26.7	0	57	3.7	14	741.4
14	27.9	0	53	3.4	50	744.6
15	27.7	0	51	1.9	57	516.9
16	28.2	0	49	2.4	54	529
17	28.8	0	48	2.4	30	557
18	29.5	0	43	3.5	43	499.7
19	28.4	0	46	3.2	74	229.6
20	26.9	0	52	1.1	115	77.8
21	25.1	0	55	0.8	170	22.4
22	23.2	0	66	2.3	203	2.3
23	23.1	0	62	1.3	83	2
0	21.6	0	68	3.2	206	2
1	21.2	0	68	3.2	203	2
2	21.1	0	66	3.6	207	2
3	19.9	0	72	3.8	212	2
4	19.9	0	71	4.1	211	2
5	19.9	0	71	4.2	204	2
6	20.2	0	71	3.5	204	7.3
7	21.9	0	67	3.1	209	78.8
8	23.4	0	63	2.7	215	233.5
9	25	0	58	1.8	312	400.4
10	26.9	0	56	1.9	241	557.9
11	28.4	0	50	1.7	316	690.4
12	29.5	0	42	2.1	52	787.6
13	30.3	0	40	1.8	57	847.7
14	30.9	0	37	0.8	116	871.2
15	31.6	0	34	0.8	282	737.1
16	32.4	0	30	0.8	98	769.6
17	32.8	0	27	1.1	345	632.2
18	32.3	0	28	2.3	18	415.3
19	30.8	0	33	1.5	75	207
20	29.2	0	38	1.6	75	81.7
21	27.8	0	39	1.1	126	26.9
22	26.4	0	44	2	200	2.3
23	25.8	0	49	3	201	2
0	24.5	0	54	3	207	2
1	24	0	55	3.3	208	2
2	23.5	0	57	3.6	206	2
3	23	0	57	3.8	209	2
4	22.9	0	57	4	207	2
5	22.7	0	58	3.9	207	2
6	22.4	0	59	3.7	204	6.2
7	23.5	0	57	3.5	204	74.7
8	25.2	0	53	1.5	256	221.2
9	27	0	51	2.2	297	379.7
10	28.5	0	50	2.7	314	538.8
11	29.2	0	48	2.5	5	670.7
12	30.2	0	46	3	358	764.5
13	31.3	0	45	2.6	343	823.4
14	31.7	0	43	2.8	357	791.4
15	32.7	0	38	2.8	7	767.9
16	33.1	0	35	3.3	44	755.4
17	32.8	0	36	2.8	34	596.4
18	32.4	0	36	2.5	36	339
19	31.3	0	35	3.2	88	215.6
20	30	0	35	2.6	79	55.4
21	28.3	0	43	1.6	106	21.3
22	26.4	0	50	1.4	119	2.4
23	26.3	0	49	1.3	99	2
0	26	0	46	1	134	2
1	25.3	0	45	1.7	205	2
2	25	0	44	1.3	200	2
3	24.2	0	48	1.1	196	2
4	23.4	0	50	2.4	211	2
5	23.5	0	48	2.1	212	2
6	23.4	0	46	2.1	202	6.3
7	23.6	0	49	1.7	214	84.3
8	26.2	0	50	0.9	280	236.4
9	29.3	0	42	2	274	402.9
10	29.8	0	42	1.6	298	563
11	30.2	0	40	1.8	269	695.3
12	31.1	0	39	1.6	344	788.8
13	32	0	36	3.8	41	842.4
14	32.9	0	34	2.6	21	847.4
15	33.4	0	31	2.4	28	831.3
16	33.6	0	31	2.4	43	747.5
17	34.1	0	30	2.5	53	627.5
18	33.4	0	34	2.8	62	443.9
19	32.5	0	37	2.9	86	220.8
20	30.8	0	42	1.7	87	58.8
21	29	0	41	0.7	187	20.2
22	27.3	0	43	0.9	184	2.3
23	26.2	0	43	1.4	203	2
0	25.9	0	40	1.5	198	2
1	25.4	0	41	1.9	194	2
2	25.5	0	38	1.2	109	2
3	25.1	0	34	2.6	50	2
4	25.8	0	31	3.3	176	2
5	24.4	0	48	4.6	207	2
6	23.5	0	56	2.7	216	4.3
7	23.3	0	54	2.9	207	28.1
8	23.5	0	51	1.6	214	60.9
9	25.8	0	49	3	30	267.5
10	30.5	0	38	2.8	47	557.1
11	30.6	0	36	2.6	10	579.3
12	31.4	0	36	3.2	68	774.6
13	32.1	0	34	2.7	35	834.9
14	32.7	0	35	3.4	40	849.5
15	33.3	0	35	3.9	27	820.1
16	33.4	0	35	4.7	25	743.6
17	33.2	0	31	3.7	46	591
18	32.9	0	29	2.1	74	472.5
19	31.9	0	29	3.3	91	246.8
20	30.5	0	30	1.8	107	104.7
21	28.8	0	34	1.1	321	21.4
22	27.9	0	36	1.2	81	2.1
23	26.5	0	41	1.5	162	2
0	25	0	48	1.8	175	2
1	24.9	0	50	1.4	274	2
2	26.5	0	38	3.8	205	2
3	23.7	0	52	3.5	214	2
4	23.4	0	51	3.5	209	2
5	23.9	0	48	3.1	212	2
6	23.2	0	51	3.1	219	5.3
7	23.4	0	56	3.5	225	66.8
8	25	0	55	2.7	241	214.4
9	26.4	0	56	3.3	266	370.2
10	27.6	0	55	1.7	278	526.8
11	28.9	0	51	1.5	255	665.3
12	29.9	0	47	2	298	694.5
13	31.3	0	41	2.1	23	838.1
14	32.1	0	38	3.4	54	829.7
15	32.7	0.2	37	1.3	63	800.1
16	33.3	0	33	1.3	97	730.1
17	28.2	0.4	56	0.9	90	114.5
18	29.6	0	51	2.1	65	330
19	31.2	0	40	2.5	94	198.5
20	30.1	0	41	2.6	92	101.3
21	28.1	0	43	3	197	24.2
22	27	0	46	2.2	185	2.2
23	26.9	0	43	1.5	196	2
0	26.6	0	43	2.1	207	2
1	25.1	0	46	0.9	308	2
2	25.3	0	42	1.6	240	2
3	24.3	0	47	3.1	241	2
4	24.1	0	54	3.4	212	2
5	24	0	57	3.9	205	2
6	23.4	0	60	3.3	209	3.9
7	23.3	0	60	2.4	222	41.6
8	24.6	0	58	1.9	233	198.6
9	26.7	0	56	2.1	339	362.8
10	28.2	0	53	1.7	356	525.2
11	29.3	0	51	2.3	334	667.1
12	30.7	0	46	2.9	4	749.8
13	31.3	0	42	2.9	25	844.1
14	31.4	0	39	2.7	40	749.6
15	32.5	0	36	3.2	48	810.3
16	32.7	0	33	2.1	39	738.3
17	33.5	0	31	1.7	28	635.7
18	33.1	0	32	2.4	60	458
19	31.5	0	36	2	79	162
20	30.1	0	40	2.5	87	66.4
21	28.6	0	37	1.2	98	19.5
22	27.4	0	35	0.2	88	2.2
23	27.1	0	36	1	165	2
0	26.3	0	38	1.6	191	2
1	25.4	0	40	1.4	182	2
2	25.2	0	41	3.4	214	2
3	25.5	0	40	1.3	42	2
4	23.3	0	52	1.5	235	2
5	23.1	0	52	1.3	226	2
6	23.6	0	51	2.9	186	3.7
7	23.6	0	55	2.2	175	44.1
8	25.2	0	55	3.5	68	167
9	26.6	0	51	5.5	56	309.9
10	29.5	0	46	4.9	73	487.7
11	30	0	42	5.2	58	667.3
12	30.7	0	40	4.9	58	780.9
13	31.2	0	40	5	55	817.5
14	31.6	0	38	4.3	56	823
15	31.1	0	40	4.7	72	660.2
16	31.1	0	39	5.3	62	680.2
17	31.6	0	34	4.4	57	647.5
18	31.5	0	34	3.6	63	495.6
19	30.4	0	37	3.9	79	233.5
20	28.9	0	40	3.3	73	54.3
21	27.2	0	47	1.9	112	18.9
22	25.7	0	51	3.2	89	2.2
23	24.5	0	54	3.6	98	2
0	24.1	0	55	2.6	71	2
1	24	0	53	4.3	71	2
2	23.9	0	45	5.5	76	2
3	23.8	0	48	6.7	72	2
4	23.8	0	52	5.5	77	2
5	23.4	0	56	6	79	2
6	22.9	0	55	4.3	63	5.2
7	22.9	0	54	4.6	54	59.2
8	24.2	0	51	6	54	216.3
9	25.8	0	49	5.5	54	378.7
10	26.4	0	49	5.7	44	520.2
11	27	0	48	6.4	54	620
12	28	0	42	6.8	56	679.7
13	27	0	37	5.5	64	415.3
14	27.2	0	31	5.1	60	548.3
15	28	0	29	4.7	51	722
16	29	0	25	4.2	62	749
17	29.3	0	24	5.2	60	632.1
18	29.3	0	24	4.4	69	482.2
19	27.9	0	25	3.8	90	237.4
20	26.2	0	27	3.1	99	54.3
21	24.8	0	30	2.7	96	18.2
22	23.2	0	35	4.5	92	2.2
23	22.4	0	37	5	96	2
0	22.1	0	39	6	89	2
1	22.4	0	35	5.7	84	2
2	22.5	0	31	5.4	93	2
3	23	0	26	5.7	89	2
4	22.5	0	30	5.9	95	2
5	22.1	0	38	5.1	93	2
6	21.7	0	40	6.2	88	4.7
7	21.8	0	42	7.4	72	76.4
8	23	0	39	6.2	69	243.6
9	24.2	0	37	4.7	77	407.8
10	25	0	34	5.2	57	563.6
11	26.4	0	32	5.2	51	697
12	27.3	0	30	3.5	38	798.4
13	27.6	0	28	2.7	60	859.8
14	28.4	0	27	3.1	44	874.6
15	29	0	27	3.6	64	841.1
16	29.4	0	28	3.9	86	764.7
17	29.5	0	29	3.7	58	652.1
18	29.3	0	29	3.4	66	509.4
19	28.2	0	31	4.2	80	246
20	26.3	0	32	3.1	104	41.5
21	24.7	0	32	2.1	114	16.8
22	23.3	0	35	2.4	126	2.2
23	23.1	0	34	2.4	137	2
0	22.5	0	35	2.1	103	2
1	22.9	0	31	2	116	2
2	22.5	0	27	2.2	131	2
3	22	0	27	2.4	130	2
4	21.8	0	26	2.7	102	2
5	22.1	0	26	2.1	108	2
6	22.3	0	29	1.7	87	4.6
7	22.3	0	33	2.3	52	76.4
8	24.3	0	35	3.3	41	242.5
9	25.7	0	42	3.9	66	411
10	26.5	0	39	3.9	36	565.2
11	27.1	0	37	3.3	83	696.2
12	28	0	32	4.2	25	798.3
13	29.1	0	30	3	69	864.8
14	29.3	0	30	2.4	40	868.6
15	29.7	0	26	2.6	352	837.9
16	30.6	0	24	3.4	37	757.4
17	31	0	27	3.9	36	637.7
18	30.9	0	30	4.7	62	488.6
19	29.8	0	35	3.4	78	221.6
20	27.7	0	36	1.5	82	45.8
21	25.8	0	38	2.4	67	17
22	24	0	41	1.5	98	2.2
23	22.6	0	39	0.6	119	2
0	22.6	0	38	0.7	160	2
1	21.7	0	35	2.1	206	2
2	21	0	36	3	194	2
3	20.8	0	33	2.9	197	2
4	21	0	37	3.4	198	2
5	20.3	0	42	3	197	2
6	20.2	0	42	4	199	4.5
7	20.4	0	43	3	197	83.7
8	23.6	0	38	1	248	257.9
9	26.1	0	30	1.7	8	421.6
10	29.2	0	20	2.1	76	578.8
11	29.7	0	19	2.7	47	710.7
12	30.7	0	20	3.3	74	810.3
13	31.4	0	19	2.6	63	867.5
14	32.3	0	17	2.9	78	884.2
15	33	0	14	3.2	59	853.3
16	33.6	0	13	2.4	45	772.4
17	34.1	0	13	2	58	655.8
18	33.7	0	13	1.8	47	512
19	32.8	0	13	2.2	64	243.7
20	30.5	0	19	1.9	115	38.6
21	28.8	0	24	2.2	149	16
22	27.4	0	31	1.5	132	2.1
23	27.6	0	31	1.5	165	2
0	27.4	0	30	1.9	193	2
1	27	0	30	4.2	200	2
2	26	0	32	3	205	2
3	24.5	0	33	3.5	205	2
4	22.8	0	38	4.1	208	2
5	22.7	0	37	3.9	204	2
6	22.3	0	38	2.9	201	4.3
7	23.1	0	38	3	205	77.3
8	26.1	0	36	1.2	32	249.1
9	29.5	0	31	2.2	16	416.8
10	32	0	26	2.5	34	574.3
11	32.5	0	24	2.5	13	707
12	33.6	0	20	2.6	358	809.5
13	34.6	0	15	2.4	59	871.6
14	35.4	0	12	3.6	11	886.9
15	36	0	11	1.8	26	850.4
16	36.4	0	11	1.7	45	761.5
17	36.7	0	11	1.8	44	643.1
18	36.5	0	11	3.3	86	495.3
19	35.1	0	12	2.7	117	235.4
20	32.7	0	18	2.1	130	43.3
21	30.7	0	27	2.6	145	16.1
22	30.1	0	24	3.6	212	2.1
23	29.8	0	21	3.5	203	2
0	29.4	0	24	4.2	200	2
1	26.1	0	31	4	204	2
2	25.7	0	29	3.6	209	2
3	25.3	0	28	3.3	207	2
4	24.2	0	30	3.3	206	2
5	24	0	30	3.4	204	2
6	23.6	0	32	2.6	209	4.5
7	24.4	0	33	1.8	219	74.9
8	27.5	0	31	1.4	224	235.3
9	30.8	0	29	2	331	401.1
10	31.6	0	23	1.7	305	556.9
11	32.3	0	20	2.1	348	697.2
12	33.8	0	15	3.2	354	799.2
13	35.2	0	12	2	2	856
14	35.9	0	11	2.1	4	869.1
15	36.5	0	10	1.8	0	841.9
16	37.2	0	10	2	60	752.1
17	37.4	0	9	2	40	631.4
18	37.3	0	9	2.5	74	471.8
19	35.8	0	11	2.1	127	217.6
20	33.5	0	13	2.2	156	56.1
21	31.7	0	19	2.2	198	17.5
22	31.1	0	17	3.8	203	2.1
23	30.9	0	16	4.1	208	2
0	28.6	0	20	4.3	213	2
1	28.3	0	21	3.7	210	2
2	29.1	0	20	3.5	215	2
3	28	0	23	3.9	216	2
4	26.2	0	28	4	223	2
5	26.3	0	27	3.4	212	2
6	25.8	0	28	3.3	208	4.2
7	26.9	0	27	3.3	200	61.1
8	28.1	0	27	2.4	220	208.8
9	29.6	0	24	1.4	290	378.4
10	31.4	0	25	2.2	338	542.3
11	32.5	0	24	1.5	26	680
12	34	0	19	2.5	347	788.5
13	35.5	0	13	3.2	12	854.2
14	36.5	0	11	1.7	21	868.9
15	36.7	0	11	1.5	352	832
16	37.2	0	11	1.5	359	743.8
17	37.5	0	10	2.1	38	620.2
18	37.6	0	10	2.5	52	477.5
19	36.4	0	11	2	101	221.2
20	33.9	0	15	1	134	51.6
21	31.7	0	23	1.3	186	14.9
22	31.2	0	23	3.8	199	2.1
23	30.1	0	23	3.2	209	2
0	28.1	0	27	3.4	209	2
1	27.8	0	29	4.5	207	2
2	27.5	0	31	4.7	197	2
3	27.2	0	33	4.7	204	2
4	28.5	0	31	4.2	206	2
5	28.4	0	32	4.2	219	2
6	27.9	0	33	3.5	225	3.6
7	26.8	0	36	1.1	154	37.4
8	28.6	0	34	1	137	188.4
9	29.7	0	35	0.4	260	359.6
10	30.7	0	35	0.4	172	515.3
11	31.8	0	33	1.7	320	636
12	33.1	0	30	2	323	736.7
13	34.5	0	26	2.8	24	804.5
14	35.6	0	22	0.9	323	810.1
15	35.9	0	20	2.8	198	778
16	36.7	0	18	1.1	301	704.2
17	37.1	0	18	1.4	192	562.4
18	36.6	0	19	1.7	217	413.3
19	35.4	0	22	1.7	52	195.9
20	33.8	0	27	2.3	107	69.2
21	32.1	0	30	3.1	207	13.6
22	30.8	0	37	3.1	200	2.1
23	30.4	0	40	2.9	207	2
0	29.2	0	39	0.8	225	2
1	28.5	0	40	1.5	291	2
2	27.2	0	45	2	230	2
3	26	0	50	2.8	251	2
4	25.6	0	62	2.9	219	2
5	25.5	0	66	3.9	196	2
6	24.9	0	62	3	203	4.9
7	25.4	0	60	1	202	82.9
8	26.8	0	56	3.1	29	237.4
9	29.3	0	46	3.1	0	354.4
10	31	0	36	2.3	17	498.2
11	31.3	0	35	2.9	38	629.4
